id,term,description,source,collected_date
7,가입연령,"생명보험계약 체결시의 피보험자의 연령. 대개의 경우, 피보험자의 만연령으로 계산하며, 1년 미만의 단수에 대해서는 6개월 이하는 버리고, 6개월을 넘을 경우에는 반올림해 만연령에 1세를 가산한다. 생명보험의 종류나 보험료 납입기간에 따라 가입연령에 제한(범위)이 설정되어 있다.",KIDI_BIGIN,2025-08-13 17:22:45
31,가입연령,"생명보험계약 체결시의 피보험자(보험대상자)의 연령. 대개의 경우, 피보험자(보험대상자)의 만연령으로 계산하며, 6개월 이하는 버리고, 6개월을 넘을 경우에는 반올림하여 만연령에 1세를 가산한다. 생명보험의 종류나 보험료납입기간에 따라 가입연령의 범위가 설정되어 있다.",한화생명,2025-08-14 14:29:51
4,"가입연령 / / ,","생명보험 계약 체결시의 피보험자의 연령. 대개의 경우, 피보험자의 만연령으로 계산하며, 1년미만에 대해서는 6개월 이하는 버리고, 6개월을 넘을 경우에는 반올림해 만연령에 1세를 가산한다. 생명보험의 종류나 보험료 납입기간에 따라 가입연령에 제한(범위)이 설정되어 있다.",DB생명,2025-08-14 13:18:54
8,가입자격,"생명보험을 계약하는데 계약자 및 피보험자가 될 수 있는 자격을 가입자격이라 한다. 피보험자는 자연인이어야 하며, 현행 상법 732조는 15세 미만자, 심신상실자, 심신박약자를 피보험자로 하는 사망보험계약의 금지를 규정하고 있다.",KIDI_BIGIN,2025-08-13 17:22:45
2,가입자격,"간병보험은 피보험자(보험대상자)가 「누워있거나」또는 「치매」로 간병이 필요한 상태(「요간병상태」 라고 한다)라고 의사의 진단을 받은 그날부터 계속해서 요간병상태에 있는 기간이 일정기일을 초과한 경우에 보험금을 지급하는 보험으로, 보험기간은 보험기간의 첫날부터 피보험자(보험대상자)가 사망하는 때까지 종신이다.",한화생명,2025-08-14 14:29:51
5,가입자격 / /,"생명보험을 계약하는데 계약자 및 피보험자가 될 수 있는 자격을 가입자격이라 한다. 피보험자는 자연인이어야 하며, 현행 상법 732조는 보험수익자가 고의로 피보험자를 살해할 염려를 감안, 15세 미만자, 심신상실자 또는 심신박약자를 피보험자로 하는 사망보험계약의 금지를 규정하고 있다.",DB생명,2025-08-14 13:18:54
4,가입자특성요율,기명피보험자의 보험가입경력 및 교통법규위반경력에 따라 적용되는 요율,KNIA,2025-08-14 12:21:26
5,가재도구,"일반적으로 일상의 가정생활용구로서 소유하고 있는 가구, 의류, 장신구, 침구류, 식료품, 연료 기타 가정생활에 필요한 일체의 물품을 포괄함.",KNIA,2025-08-14 12:21:26
9,가쟁기간,"보험자가 고지의무(계약전 알릴 의무) 위반사실을 안 날로부터 1개월 이내, 또는 책임개시일로부터 보험금지급사유가 발생하지 아니하고 2년(진단계약은 1년)이내 일 때 보험회사는 보험금지금사유의 발생 전 후를 묻지 않고 그 계약을 해지할 수 있는데, 이 기간을 가쟁기간이라고 한다. 이 기간이 지나면 보험자 임의로 계약을 해지할 수 없게 된다. 또한 자살이나 자해행위에 의한 발병의 경우에는 계약에 대한 회사의 책임개시일로부터 2년 이내에는 보험금을 지급하지 않으나 2년이 경과한 경우에는 보험자가 보험금 지급의무를 부담하여야 한다. 이 경우 2년이 경과한 후의 기간을 가쟁기간의 반대라 할 수 있는 불가항쟁기간이라고 한다.",KIDI_BIGIN,2025-08-13 17:22:45
3,가쟁기간,"보험자가 계약전 알릴의무 위반사실을 안 날로부터 1개월 이내, 또는 책임개시일로부터 보험금 지금사유가 발생하지 아니하고 2년(진단계약은 1년)이내일 때 보험회사는 보험금지급사유의 발생 전, 후를 묻지 않고 그 계약을 해지할 수 있는데, 이 기간을 가쟁기간이라고 한다. 이 기간이 지나면 보험회사가 계약을 해지할 수 없게된다. 또한 자살이나 자해행위에 의한 경우에도 계약에 대한 회사의 책임개시일로부터 2년이 경과한 경우에는 보험회사에서 해당 보험금을 지급한다. 이 경우 2년이 경과한 후의 기간을 가쟁기간의 반대라 할 수 있는 불가쟁기간이라고 한다.",한화생명,2025-08-14 14:29:51
6,가쟁기간 / /,"보험자가 계약전 알릴의무 위반사실을 안 날로부터 1개월 이내, 또는 책임 개시일로부터 보험금지급사유가 발생하지 아니하고 2년(진단계약은 1년)이내일 때 보험회사는 보험금지급사유의 발생 전, 후를 묻지 않고 그계약을 해지할 수 있는데, 이 기간을 가쟁기간이라고 한다. 이 기간이 지나면 보험자 임의로 계약을 해지할 수 없게 된다 또한 자살이나 자해행위에 의한 발병의 경우에도 계약에 대한 회사의 책임개시일로부터 2년 이내에는 보험금을 지급하지 않으나 2년이 경과한 경우에는 보험자가 보험금 지급의무를 부담하여야 한다. 이 경우 2년이 경과한 후의 기간을 가쟁기간의 반대라 할 수 있는 불가쟁기간이라고 한다.",DB생명,2025-08-14 13:18:54
6,가정간호비,치료가 종결되어 더 이상의 치료효과를 기대할 수 없게 된 때에 1인이상의 해당 전문의로부터 노동능력상실률 100%의 후유장애 판정을 받은 자로서 식물인간상태의 환자 또는 척수손상으로 인한 사지완전마비 환자로 생명유지에 필요한 일상생활의 처리동작에 있어 항상 다른 사람의 개호를 요하는 경우 이에 필요한 비용,KNIA,2025-08-14 12:21:26
10,가정복지보험,"생명보험의 양로보험에 속하는 상품으로서 보험기간은 3년, 5년, 7년, 10년의 네 종류가 있다. 보험기간의 만기 뿐 아니라, 피보험자가 보험기간 중 사망이나 상해를 입었을 경우에도보험금이 지급된다.",KIDI_BIGIN,2025-08-13 17:22:45
42,가정복지보험,"생명보험의 양로보험에 속하는 상품으로서 보험기간은 3년, 5년, 7년, 10년의 네 종류가 있다. 보험기간의 만기 뿐 아니라, 피보험자(보험대상자)가 보험기간 중 사망이나 상해를 입었을 경우에도 보험금이 지급된다.",한화생명,2025-08-14 14:29:51
11,가족보험,"하나의 계약으로 가족 전원을 보장하는 연생보험. 미국에서는 1956년부터 본격적으로 판매된 뒤에 많은 보험회사가 판매하고 있다. 그 내용은 회사에 따라 각양 각색이지만 대표적인 것은 다음과 같다. 즉, 주된 피보험자에 대해서는 종신보험 등이 제공되며 보험료도 주된 피보험자의 연령에 의해서 결정된다. 배우자 ̇자녀들에 대해서는 정기보험이 제공되며, 계약 후에 태어난 자녀에 대해서도 인원수에 관계없이 보험에 가입된다. 다만 회사에 따라서는 주계약에 특약을 부가하는 형식으로 가족보험을 제공하고 있는 경우도 있다.",KIDI_BIGIN,2025-08-13 17:22:45
32,가족보험,"한 상품에 가입해 가족 전원을 보장하는 보험. 주된 피보험자(보험대상자)에 대해서는 종신보험 등이 제공되며 보험료도 주된 피보험자(보험대상자)의 연령에 의해서 결정된다. 배우자, 자녀들에 대해서는 정기보험이 제공되며, 계약 후에 태어난 자녀에 대해서도 인원수에 관계없이 부보된다. 다만 회사에 따라서는 주계약에 특약을 부가하는 형식으로 가족보험을 제공하고 있는 경우도 있다.",한화생명,2025-08-14 14:29:51
7,가족보험 / /,"남편, 처, 자녀 등 가족전원을 한 장의 보험증권에 의해 보장하는 가족단위의 연생보험으로 그 구조는 남편의 양로보험에 처와 어린이의 정기보험을 합쳐서 만들어진 것 또는 아버지의 사망보험과 어린이의 생존보험을 합쳐서 만들어진 것 등이 있고 그 외에 재해보장특약에서 재해보장의 대상범위를 처자까지 확대한 가족재해보장특약이 있다. 우리나라의 경우에는 전가족이 아니라 하더라도 이에 준할 수 있는 가족보험 형태의 상품이 판매되고 있다. 현행 판매되고 있는 교육보험은 남편(주피보험자)의 사망시 자녀의 학자금과 자립자금이 지급되는 사망보험과 보험에 가입한 자녀의 학자금을 지급하는 생존보험이 결합되어 있다 또한 남편 생존시 종신연금을 지급하고 남편 사망시 처에 대한 종신연금과 자녀에 대한 확정연금을 지급하는 양로보험도 판매되고 있다. 가족보험의 보험료산출계산에서는 예정사망율파 예정이율 및 예정사업비율을 정하는 외에 예정출생율, 예정기혼율 등도 기초가 되는 것이 이 보험의 기술면에서의 특징이라 할 수 있다.",DB생명,2025-08-14 13:18:54
12,가족상해보험,"상해보험의 보통보 험약관에 특약으로 보험가입되는 것이 상례로, 본인과 생계를 함께 하는 친족이 포함된다. 또한 피보험자를 부부로 한정할수도 있다.",KIDI_BIGIN,2025-08-13 17:22:45
7,가족상해보험,"상해보험의 보통보험약관에 특약으로 보험가입되는 것이 상례로, 본인과 생계를 함께 하는 친족이 포함된다. 또한 피보험자를 부부로 한정할 수도 있다.",KNIA,2025-08-14 12:21:26
8,가족상해보험 / /,"상해보험의 보통 보험약관에 특약으로 보험가입되는 것이 상례로, 본인과 생계를 함께 하는 친족이 포함된다. 또한 보험대상자(피보험자)를 부부로 한정할수도 있다.",DB생명,2025-08-14 13:18:54
9,가족수입특약 / /,가장의 월 소득이 없어짐으로써 가족의 수입원이 끊기는 상황이 발생하는 사태를 미연에 방지하여 가족의 생활비를 보장해 주는 특약을 말한다. 주로 제 1급장해 또는 사망시 월 급여금을 만기까지 지급해 준다. 따라서 가족의 소득이 보장 되도록 해 줌으로써 남은 가족들이 사망보험금을 일시금으로 지급 받는 재해사망 특약과는 그 성격이 다르다.,DB생명,2025-08-14 13:18:54
8,가족운전자,"1 기명피보험자의 부모와 양부모, 계부모 2 기명피보험자의 배우자의 부모 또는 양부모, 계부모 3 법률상 배우자 또는 사실혼관계에 있는 배우자 4 법률상의 혼인관계에서 출생한 자녀, 사실혼관계에서 출생한 자녀, 양자 또는 양녀, 계자녀 5 기명피보험자의 며느리 또는 사위(계자녀의 배우자 포함)",KNIA,2025-08-14 12:21:26
13,가족운전자 한정 운전특약,"피보험자동차를 운전하는 사람의 범위를 기명피보험자 와 그 부모, 배우자 및 자녀로 한정하여 위험을 축소함으로써 보험료를 할인하는 방식이다. 이 특약을 맺으면, 한정된 운전자 이외의 사람이 운전하다가 사고를 일으켰을 경우에 보험금은 지급되지 않는 대신 보험료가 저렴해진다.",KIDI_BIGIN,2025-08-13 17:22:45
14,가족형 재해 입원특약(,"재해로 인한 입원에 대해서 급여를 하는 생명보험의 재해관련 특약. 예측 못한 사고가 직접적인 원인이 되어서 피보험자의 가족이 3일 이상 입원하였을 때, 1구좌 기준 입원 1일당 배우자는 6,000원, 자녀는 4,000원이 지급된다.",KIDI_BIGIN,2025-08-13 17:22:45
4,가족형 재해 입원특약가계보험,"가정의 경제생활을 위협하는 여러 가지 위험에 대처하기 위하여 개인이 자기 책임하에 가입하는 보험. 기업경영의 입장에서 이용되는 기업보험에 대비된다. 가족의 생명이나 신체에 관한 위험에 대비하기 위한 생명보험 ̇상해보험, 개인의 주거나 가재에 대한 화재보험, 그리고 자가용 자동차에 대한 자동차보험 등이 가계보험에 속한다.",KIDI_BIGIN,2025-08-13 17:22:45
10,가지급금보험금 [영 : ],"자동차 사고 피해자에 대한 의료비 등과 같이 급히 소요되는 비용을 충당하기 위하여, 보상책임이 있을 경우 보험금이 확정되기 전이라도 지급할 보험금의 범위내에서 손해배상액의 일부를 손해배상 청구권자에게 미리 지급해주는 보험금",KNIA,2025-08-14 12:21:26
15,가지급보험금,"자동차 사고의 피해자가 의료비등과 같이 급히 소요되는 비용을 충당하기 위해서, 손해배상책임이 확정되기 전이라도 손해배상액의 일부를 손해배상 청구권자에게 미리 지급해 주는 보험금. 간사회사 복수의 보험회사가 인수측면, 금융측면에서 공동으로 행동할 때, 사무처리 및 상대방과의 절충을 단일화 하기 위해 리더회사를 정하는 경우가 있다. 이것을 간사회사라고 한다.",KIDI_BIGIN,2025-08-13 17:22:45
10,가지급보험금 / /,"자동차 사고의 피해자에 대한 의료비 등과 같이 급히 소요되는 비용을 충당하기 위해서, 손해배상책임이 확정되기 전이라도 손해배상액의 일부를 손해배상 청구권자에게 미리 지급해 주는 보험금을 말한다.",DB생명,2025-08-14 13:18:54
11,가철성의치 [영 : ],"일반적으로 틀니라고 말하며, 영구치와 그와 연관된 조직이 결 손이 되었을 때, 인공적으로 대치하는 보철물을 장착하는 시술",KNIA,2025-08-14 12:21:26
12,가해자가 확정된 사고 (자기차량손해),"피보험자동차에 정착되어 있는 타이어나 튜브를 훼손하거나 파손한 사고로, 경찰관서를 통하여 가해자(기명피보험자 및 기명피보험자의 부모, 배우자, 자녀는 제외)의 신원이 확인된 사고",KNIA,2025-08-14 12:21:26
13,가해자불명 자기차량손해사고,주차가 허용된 장소에 주차중 발생한 관리상 과실이 없는 자기차량손해사고,KNIA,2025-08-14 12:21:26
14,간병보험,활동불능 또는 인식불명 등 타인의 간병을 필요로 하는 상태 및 이로 인한 손해를 보장하는 보험,KNIA,2025-08-14 12:21:26
4,간병보험,"간병보험은 피보험자(보험대상자)가 「누워있거나」또는 「치매」로 간병이 필요한 상태(「요간병상태」 라고 한다)라고 의사의 진단을 받은 그날부터 계속해서 요간병상태에 있는 기간이 일정기일을 초과한 경우에 보험금을 지급하는 보험으로, 보험기간은 보험기간의 첫날부터 피보험자(보험대상자)가 사망하는 때까지 종신이다.",한화생명,2025-08-14 14:29:51
11,간병보험 / / -,"간병보험은 피보험자가 「누워있거나」 또는 「치매」로 간병이 필요한 상태(「요간병상태」라고 한다)라고 의사의 진단을 받은 그날부터 계속해서 요간병상태에 있는 기간이 일정기일을 초과한 경우에 보험금을 지급하는 보험으로, 보험기간은 보험기간의 첫날부터 피보험자가 사망하는 때까지 종신이다. 이 보험에서 지급받는 보험금은 의료비용 또는 간병시설비용 보험금, 간병비용 보험금, 임시비용 보험금의 3종류로 각각 다음의 내용으로 되어 있다. 1 의료비용 또는 간병시설비용 보험금은 보험금 지급대상 기간 중 피보험자가 요양 때문에 병원 또는 진료소에 지급한 비용 2 간병비용 보험금은 보험금 지급대상기간 일개월마다 간병상태에 따라 재택간병, 유료양로원에서 간병를 받고 있을때 지급된다. 3 임시비용 보험금은 보험금 지급대상 기간중에 피보험자가 부담한 간병용 의자, 침대 등의 구입비용 혹은 주택 개조비용 등 간병에 필요하고 유익한 비용의 전액이 보험금액을 한도로 지급된다.",DB생명,2025-08-14 13:18:54
15,간성뇌증,간 기능 장애가 있는 환자에서 의식이 나빠지거나 행동의 변화가 생기는 것,KNIA,2025-08-14 12:21:26
16,간이생명보험,일반적으로 의사의 건강진단 없이 가입된다. 보험료의 월납 또는 주납 수금제도에 의한 소액 보험금의 생명보험을 말한다.,KIDI_BIGIN,2025-08-13 17:22:45
43,간이생명보험,일반적으로 의사의 건강진단 없이 가입된다. 보험료의 월납 또는 주납 수금제도에 의한 소액 보험금의 생명보험을 말한다.,한화생명,2025-08-14 14:29:51
12,간이생명보험 / /,"저소득층을 대상으로 하는 보험이며, 근로대중에 대한 생명보험의 필요성에 비추어 그들의 편의를 위하여 마련된 생명보험이다. 보험료는 매주 또는 매월 납부하게 되어 있고, 보험금은 일반적으로 이들 저소득층의 형편에 적합하게 소액으로 되어 있다. 보험료는 직접 집집마다 방문해서 수금하게 된다. 이 보험은 무진사계약제도를 채택하고 있는 것이 특색이나 근래에 이르러 이 보험의 비중이 점차 낮아지고 있는데 그 주요원인은 사회보장제도의 확충, 가계소득의 증가 그리고 보험금액의 상한선 제한과 같은 법적 제약이 원인이라 하겠다. 영국에서 제일 먼저 시작된 이 간이생명보험은 영국과 미국에서는 민간회사가 이를 경영하고 있으나 우리나라와 일본에서는 정부에서 독점적으로 이 보험종목을 취급하고 있는 바 오늘날 우리나라에서는 그 원래의 성격으로부터 변질되어 있다. 대표적인 간이(생명)보험으로는 체신부에서 판매하고 있는 체신보험이 있다.",DB생명,2025-08-14 13:18:54
17,간이생명표,국세조사는 수년의 간격을 두고 행해지며 그 결과의 정리에도 시간이 걸리므로 완전생명표로서의 국민사망표는 최신의 사망변화를 표시할 수 없다. 그러므로 매년 실시되는 인구동태 통계의 사망수를 분자로 하고 최근의 국세조사에서 얻어지는 확정인구를 분모로 하여 얻어지는 생명표를 근사치로 작성한 것을 간이생명표라 한다.,KIDI_BIGIN,2025-08-13 17:22:45
13,간이생명표 / /,인구조사는 수년의 간격을 두고 행해지며 그 결과의 정리에도 시간이 걸리므로 완전생명표로서의 국민사망표는 최신의 사망 변화를 표시할 수 없다. 그러므로 매년 실시되는 인구 동태 통계의 사망수를 분자로 하고 최근의 조사에서 얻어지는 확정인구를 분모로 하여 얻어지는 생명표를 근사치로 작성한 것을 간이생명표라 한다.,DB생명,2025-08-14 13:18:54
23,간접손해,"위험(담보위험 또는 면책위험)의 근인이 아닌 손해라는 의미로서, 위험으로부터 불가피하게 발생하였다고 할 수 없는 손해를 뜻한다. 화재시 도난이 생겨도 도난은 화재의 불가피한 결과라고는 할 수 없으므로 화재위험에 대해서는 간접손해가 된다. 결과적 손해",KIDI_BIGIN,2025-08-13 17:22:45
14,"간접손해 / / ,","위험(담보위험 또는 면책위험)의 근인이 아닌 손해라는 의미로서, 위험으로부터 불가피하게 발생하였다고 할 수 없는 손해를 뜻한다. 화재시 도난이 생겨도 도난은 화재의 불가피한 결과라고는 할 수 없으므로 화재위험에 대해서는 간접 손해",DB생명,2025-08-14 13:18:54
16,간접손해 [영 : ],"위험(담보위험 또는 면책위험)의 근인이 아닌 손해라는 의미로서, 위험으로부터 불가피하게 발생하였다고 할 수 없는 손해를 뜻한다. 화재시 도난이 생겨도 도난은 화재의 불가피한 결과라고는 할 수 없으므로 화재위험에 대해서는 간접손해가 된다.",KNIA,2025-08-14 12:21:26
18,감액완납보험,"생명보험의 보험계약자가 보험기간 중 보험료 납입이 어려워졌을 경우, 그때의 해약환급금을 재원으로 당초 보험계약의 보험기간과 보험금의 지급조건은 변경하지 않고 동일한 종류의 일시납 보험으로 보험가입 금액만 감액하는 보험. 이 경우의 보험가입 금액은 변경시점의 해약환급금을 일시납보험료(단, 신계약비는 제외)로 해서 결정되므로, 변경 후의 보험가입 금액은 당초의 보험계약보다 적어지는 것은 당연하다.",KIDI_BIGIN,2025-08-13 17:22:45
25,감액완납보험,"생명보험의 보험계약자가 보험기간 중 보험료 납입이 어려워졌을 경우, 그때의 해약환급금을 재원으로 당초 보험계약의 보험기간과 보험금의 지급조건은 변경하지 않고 동일한 종류의 일시납 보험으로 보험가입 금액만 감액하는 보험. 이 경우의 보험가입 금액은 변경시점의 해약환급금을 일시납보험료 (단, 신계약비는 제외)로 해서 결정되므로, 변경 후의 보험가입 금액은 당초의 보험계약보다 적어지는 것은 당연하다.",KIDI_BIGIN,2025-08-13 17:22:45
40,감액완납보험,"생명보험의 보험계약자가 보험기간 중 보험료 납입이 어려워졌을 경우, 그때의 해지환급금을 재원으로 당초 보험계약의 보험기간과 보험금의 지급조건은 변경하지 않고 동일한 종류의 일시납 보험으로 보험가입 금액만 감액하는 보험. 이 경우의 보험가입 금액은 변경시점의 해지환급금을 일시납보험료 (단, 신계약비는 제외)로 해서 결정되므로, 변경 후의 보험가입 금액은 당초의 보험계약보다 적어지는 것은 당연하다.",한화생명,2025-08-14 14:29:51
15,감액완납보험 / / -,"보험가입금액을 완납함으로써 보험료 납입이 완료된 보험 * 생명보험의 보험계약자가 보험기간 중 보험료 납입이 어려워졌을 경우, 당시 해약환급금을 재원으로 당초 보험계약의 보험기간과 보험금 등의 지급조건은 변경하지 않고 동일한 종류의 일시납 보험으로 보험가입금액만 감액하는 보험.",DB생명,2025-08-14 13:18:54
28,감항성,"선박이 통상적인 바다 고유의 위험에 직면해서, 안전하게 항해를 할 수 있는 상태를 말한다. 그 요건은 다양하지만, 1) 일반적으로는 선체의 각 부분에 결함이 없을 것, 2) 적당한 부속품이 준비되어 있고, 3) 화물이 적절하게 실려있고, 4)필요한 서류의 구비 등을 들 수 있다. 선박의 감항능력은 해상보험계약을 유효하게 성립시키기 위한 전제조건이다.따라서, 불강함으로 발생되는 손해에 대해서는 면책을 원칙으로 한다.",KIDI_BIGIN,2025-08-13 17:22:46
212,감항성,"선박이 통상적인 바다 고유의 위험에 직면해서, 안전하게 항해를 할 수 있는 상태를 말한다. 그 요건은 다양하지만, 일반적으로는 선체의 각 부분에 결함이 없을 것, 적당한 부속품이 준비되어 있고, 화물이 적절하게 실려있고, 필요한 서류의 구비 등을 들 수 있다. 선박의 감항능력은 해상보험계약을 유효하게 성립시키기 위한 전제조건이다. 따라서, 불강함으로 발생되는 손해에 대해서는 면책을 원칙으로 한다.",KIDI_BIGIN,2025-08-13 17:22:52
30,감항성 승인계약,"항해보험에는 항해개시시에 선박이 감항상태가 아니면 안된다고 하는 묵시담보가 있지만, 현대의 거래실태로 봐서 화주에게 이 조건을 강제하는 것은 가혹하므로 협회적하약관에서는 이것을 완화해서 보험자와 피보험자와의 사이에는 감항성이 있는 것으로 간주하고 있다. 약관의 후단은 선주 또는 그 사용인의 불법행위, 비행은 피보험자의 보험금 청구에는 영향을 미치지 않는 것으로 규정하고 있다.",KIDI_BIGIN,2025-08-13 17:22:46
213,감항성 승인계약,"항해보험에는 항해개시시에 선박이 감항상태가 아니면 안된다고 하는 묵시담보가 있지만 현대의 거래실태로 봐서 화주에게 이 조건을 강제하는 것은 가혹하므로 협회적하약관에서는 이것을 완화해서 보험자와 피보험자와의 사이에는 감항성이 있는 것으로 간주하고 있다. 약관의 후단은 선주 또는 그 사용인의 불법행위, 비행은 피보험자의 보험금 청구에는 영향을 미치지 않는 것으로 규정하고 있다.",KIDI_BIGIN,2025-08-13 17:22:52
